date,ticker,score,weight,bm_weight,active_weight,grp_Accounting,grp_Price,grp_Sellside,grp_Conditioning,grp_Factor
2020-11-06,WMT,0.0684,0.0288,0.02,0.0088,0.0163,-0.0633,-0.036,0.3006,0.1533
2020-11-06,CAT,0.0175,0.0061,0.02,-0.0139,-0.2305,0.1895,-0.1021,0.043,0.1533
2020-11-06,HON,-0.145,0.009,0.02,-0.011,-0.1691,0.1088,-0.2048,0.0332,0.1533
2020-11-06,DE,-0.4483,0.0054,0.02,-0.0146,-0.2531,0.3066,0.425,0.2749,0.1533
2020-11-06,UNP,-0.3595,0.0089,0.02,-0.0111,-0.2005,-0.29,-0.0804,0.0625,0.1533
2020-11-06,LMT,-0.4342,0.007,0.02,-0.013,-0.0352,-0.6394,0.2845,0.0654,0.1533
2020-11-06,ETN,-0.4702,0.0031,0.02,-0.0169,-0.1191,-0.0094,-0.0424,0.0185,0.1533
2020-11-06,XOM,1.2915,0.0097,0.02,-0.0103,-0.3108,-1.1581,-0.2668,0.0321,0.1533
2020-11-06,LNG,0.4611,0.0009,0.02,-0.0191,-0.0954,-0.5775,-0.2165,0.1742,0.1533
2020-11-06,FCX,1.1803,0.0019,0.02,-0.0181,1.0737,0.6501,0.3693,0.0596,0.1533
2020-11-06,LIN,-0.5505,0.0092,0.02,-0.0108,-0.1219,-0.171,-0.1981,0.0112,0.1533
2020-11-06,NEE,-0.1968,0.0103,0.02,-0.0097,-0.1177,-0.0608,-0.3695,0.0625,0.1533
2020-11-06,AMT,-0.0949,0.0075,0.02,-0.0125,-0.0022,-0.5287,0.3166,0.03,0.1533
2020-11-06,EQIX,-0.3707,0.0049,0.02,-0.0151,-0.2112,-0.2485,-0.5912,0.0361,0.1533
2020-11-06,TMUS,-0.6463,0.0107,0.02,-0.0093,-0.1445,-0.0217,-0.0212,0.0112,0.1533
2020-11-06,PLD,-0.2051,0.0055,0.02,-0.0145,-0.0817,-0.1939,0.3908,0.0654,0.1533
2020-11-06,AMD,-0.653,0.0072,0.02,-0.0128,0.1651,0.3767,0.3532,0.0442,0.1533
2020-11-06,CRM,0.3212,0.0165,0.02,-0.0035,-0.0811,0.8175,0.5989,0.2558,0.1533
2020-11-06,NFLX,-0.4037,0.0159,0.02,-0.0041,0.0415,0.2708,-0.4463,0.0698,0.1533
2020-11-20,AAPL,0.1691,0.1406,0.02,0.1206,0.2477,0.0048,-0.078,0.1006,0.1759
2020-11-20,MSFT,-0.1129,0.1121,0.02,0.0921,0.0025,-0.2201,0.3198,0.107,0.1759
2020-11-20,GOOGL,-0.7216,0.0828,0.02,0.0628,-0.0951,0.0674,0.2317,0.0955,0.1759
2020-11-20,AMZN,-0.1588,0.1096,0.02,0.0896,0.1828,-0.0286,0.5257,0.0955,0.1759
2020-11-20,META,-0.885,0.0011,0.02,-0.0189,-0.1966,0.0648,0.3403,0.1006,0.1759
2020-11-20,NVDA,-0.8757,0.017,0.02,-0.003,0.5092,0.4247,0.2293,0.0259,0.1759
2020-11-20,TSLA,4.4854,0.0927,0.02,0.0727,0.6162,1.3455,0.017,0.1212,0.1759
2020-11-20,PLTR,-0.7477,0.0021,0.02,-0.0179,0.0145,1.9548,-1.3307,0.0469,0.1759
2020-11-20,AVGO,-0.2984,0.0109,0.02,-0.0091,-0.0672,-0.0151,0.049,0.2844,0.1759
2020-11-20,MU,-1.0099,0.0001,0.02,-0.0199,-0.2939,0.1139,-0.8039,0.1925,0.1759
2020-11-20,GEV,-0.4817,0.0027,0.02,-0.0173,-0.1058,-0.6878,-0.0316,0.1717,0.1759
2020-11-20,VRT,-0.2862,0.0004,0.02,-0.0196,-0.0329,0.053,0.3437,0.0667,0.1759
2020-11-20,BE,1.6728,0.0002,0.02,-0.0198,0.4776,1.5472,-0.5115,0.0896,0.1759
2020-11-20,LITE,-0.3915,0.0004,0.02,-0.0196,0.1048,-0.2269,0.0284,0.0843,0.1759
2020-11-20,000660,-0.6954,0.0044,0.02,-0.0156,-0.137,-0.0781,-0.3578,0.0811,0.1759
2020-11-20,005930,-0.0551,0.0243,0.02,0.0043,-0.1207,-0.0934,0.2888,0.1749,0.1759
2020-11-20,UNH,-0.7801,0.0224,0.02,0.0024,-0.1441,0.0587,0.1117,0.145,0.1759
2020-11-20,LLY,-0.418,0.0098,0.02,-0.0102,-0.0263,-0.2075,-0.7578,0.1042,0.1759
2020-11-20,ISRG,0.0351,0.0061,0.02,-0.0139,0.0047,-0.0266,0.0103,0.1416,0.1759
2020-11-20,ABBV,-0.3864,0.0126,0.02,-0.0074,0.1409,-0.0033,-0.0772,0.092,0.1759
2020-11-20,REGN,-0.461,0.0039,0.02,-0.0161,-0.0905,-0.4463,0.071,0.0735,0.1759
2020-11-20,JPM,-0.054,0.0246,0.02,0.0046,-0.0846,0.1394,0.4736,0.1539,0.1759
2020-11-20,V,-0.4364,0.0317,0.02,0.0117,-0.2327,-0.2249,-1.0508,0.1025,0.1759
2020-11-20,MA,-0.4734,0.0227,0.02,0.0027,-0.0703,-0.2151,-1.1022,0.1025,0.1759
2020-11-20,BLK,-0.7842,0.0072,0.02,-0.0128,-0.1669,-0.0172,0.8466,0.1553,0.1759
2020-11-20,SPGI,0.2846,0.0057,0.02,-0.0143,0.0842,-0.4833,0.3681,0.0953,0.1759
2020-11-20,GS,-0.6304,0.0056,0.02,-0.0144,-0.0181,-0.1042,0.4769,0.1463,0.1759
2020-11-20,COST,0.3531,0.0119,0.02,-0.0081,-0.0683,-0.1683,0.2996,0.2659,0.1759
2020-11-20,HD,-0.8271,0.0205,0.02,0.0005,-0.0296,-0.4172,0.3418,0.0293,0.1759
2020-11-20,PG,0.4351,0.0243,0.02,0.0043,-0.0509,-0.381,0.2954,0.1314,0.1759
2020-11-20,MCD,0.3509,0.0112,0.02,-0.0088,-0.036,-0.4572,0.3683,0.065,0.1759
2020-11-20,WMT,-0.4816,0.03,0.02,0.01,0.0311,-0.0625,0.1047,0.0299,0.1759
2020-11-20,CAT,-0.4837,0.0066,0.02,-0.0134,-0.2306,0.1498,-0.1032,0.1042,0.1759
2020-11-20,HON,-0.0309,0.01,0.02,-0.01,-0.1437,0.1898,0.0848,0.096,0.1759
2020-11-20,DE,0.4007,0.0057,0.02,-0.0143,-0.1042,0.2448,0.1761,0.3351,0.1759
2020-11-20,UNP,-0.475,0.0097,0.02,-0.0103,-0.1928,-0.234,-0.2952,0.1254,0.1759
2020-11-20,LMT,-0.1931,0.0073,0.02,-0.0127,-0.0575,-0.6702,0.3247,0.1246,0.1759
2020-11-20,ETN,-0.2136,0.0033,0.02,-0.0167,-0.0861,-0.0034,0.1235,0.0814,0.1759
2020-11-20,XOM,1.9563,0.0113,0.02,-0.0087,-0.065,-0.6891,-0.3994,0.0928,0.1759
2020-11-20,LNG,0.3321,0.001,0.02,-0.019,-0.2168,-0.3082,-0.3564,0.0615,0.1759
2020-11-20,FCX,1.4739,0.0022,0.02,-0.0178,0.9712,0.6995,0.3816,0.1198,0.1759
2020-11-20,LIN,-0.0508,0.0093,0.02,-0.0107,-0.0962,-0.0822,-0.1227,0.0735,0.1759
2020-11-20,NEE,-0.0779,0.0104,0.02,-0.0096,-0.0743,-0.217,-0.3878,0.1222,0.1759
2020-11-20,AMT,0.2098,0.0073,0.02,-0.0127,0.0228,-0.5722,0.432,0.0807,0.1759
2020-11-20,EQIX,0.0564,0.0046,0.02,-0.0154,-0.2093,-0.4785,-0.7014,0.0921,0.1759
2020-11-20,TMUS,-0.9699,0.0002,0.02,-0.0198,-0.1923,0.0325,0.0876,0.0741,0.1759
2020-11-20,PLD,0.1002,0.0054,0.02,-0.0146,-0.0513,-0.3278,0.4344,0.1246,0.1759
2020-11-20,AMD,-0.2626,0.0072,0.02,-0.0128,0.2182,0.2583,0.6316,0.107,0.1759
2020-11-20,CRM,3.0306,0.0316,0.02,0.0116,-0.0253,0.7467,0.1613,0.315,0.1759
2020-11-20,NFLX,-0.1361,0.0152,0.02,-0.0048,0.0888,0.01,-0.4259,0.1327,0.1759
2020-12-04,AAPL,0.3412,0.1399,0.02,0.1199,0.2404,0.0129,-0.0633,0.1618,0.2323
2020-12-04,MSFT,-0.0692,0.1091,0.02,0.0891,-0.0085,-0.2533,0.3705,0.1677,0.2323
2020-12-04,GOOGL,-0.6573,0.0831,0.02,0.0631,-0.1604,-0.0196,0.3046,0.1535,0.2323
2020-12-04,AMZN,-0.1202,0.1068,0.02,0.0868,0.1297,-0.0768,0.5442,0.1535,0.2323
2020-12-04,META,-0.8719,0.0011,0.02,-0.0189,-0.2641,-0.0817,0.3939,0.1618,0.2323
2020-12-04,NVDA,-1.1175,0.0005,0.02,-0.0195,0.4815,0.3123,0.2984,0.0829,0.2323
2020-12-04,TSLA,4.1642,0.0984,0.02,0.0784,0.669,1.5112,-0.1244,0.1782,0.2323
2020-12-04,PLTR,-0.2198,0.0026,0.02,-0.0174,0.0444,2.2274,-1.1411,0.1049,0.2323
2020-12-04,AVGO,-0.89,0.0002,0.02,-0.0198,-0.0335,-0.0371,-0.2574,0.3414,0.2323
2020-12-04,MU,-1.4946,0.0001,0.02,-0.0199,-0.2839,0.1565,-0.4538,0.2485,0.2323
2020-12-04,GEV,-0.4561,0.0026,0.02,-0.0174,-0.1295,-0.6338,0.0192,0.1821,0.2323
2020-12-04,VRT,-0.1941,0.0004,0.02,-0.0196,-0.0224,0.1008,0.4125,0.1178,0.2323
2020-12-04,BE,1.8915,0.0155,0.02,-0.0045,0.6259,2.0648,-0.6331,0.1439,0.2323
2020-12-04,LITE,-0.5352,0.0005,0.02,-0.0195,0.0751,-0.0815,0.1287,0.1444,0.2323
2020-12-04,000660,-0.616,0.005,0.02,-0.015,-0.1433,0.2031,-0.1439,0.1448,0.2323
2020-12-04,005930,0.0683,0.0256,0.02,0.0056,-0.1034,0.0771,0.0469,0.235,0.2323
2020-12-04,UNH,-0.9473,0.0005,0.02,-0.0195,-0.17,-0.0021,0.1596,0.202,0.2323
2020-12-04,LLY,-0.3254,0.0096,0.02,-0.0104,-0.024,-0.2543,-0.784,0.1633,0.2323
2020-12-04,ISRG,0.2104,0.0062,0.02,-0.0138,0.0034,-0.0238,-0.068,0.1986,0.2323
2020-12-04,ABBV,-0.5183,0.0128,0.02,-0.0072,0.142,0.0489,-0.1227,0.15,0.2323
2020-12-04,REGN,-0.6161,0.0035,0.02,-0.0165,-0.1654,-0.5637,0.1717,0.1336,0.2323
2020-12-04,JPM,-0.7666,0.0251,0.02,0.0051,-0.1133,0.2887,0.3733,0.2129,0.2323
2020-12-04,V,-0.4493,0.0315,0.02,0.0115,-0.1662,-0.1176,-1.1641,0.1626,0.2323
2020-12-04,MA,-0.5541,0.0231,0.02,0.0031,0.0233,-0.0911,-1.2285,0.1626,0.2323
2020-12-04,BLK,-0.8371,0.0001,0.02,-0.0199,-0.1535,0.0253,0.7395,0.2149,0.2323
2020-12-04,SPGI,0.4183,0.0055,0.02,-0.0145,0.1329,-0.414,0.5285,0.1491,0.2323
2020-12-04,GS,-0.749,0.0058,0.02,-0.0142,-0.0326,0.0658,0.2379,0.2038,0.2323
2020-12-04,COST,0.6913,0.0114,0.02,-0.0086,-0.0937,-0.2947,0.2589,0.3359,0.2323
2020-12-04,HD,-0.7946,0.0171,0.02,-0.0029,-0.0298,-0.4802,0.3934,0.0863,0.2323
2020-12-04,PG,0.7102,0.023,0.02,0.003,-0.0558,-0.4545,0.3093,0.1915,0.2323
2020-12-04,MCD,0.6328,0.0106,0.02,-0.0094,-0.0645,-0.5203,0.2765,0.1327,0.2323
2020-12-04,WMT,-0.0845,0.0284,0.02,0.0084,0.0131,-0.2207,0.1081,0.0894,0.2323
2020-12-04,CAT,-0.81,0.0001,0.02,-0.0199,-0.2272,0.025,-0.1417,0.1633,0.2323
2020-12-04,HON,0.2139,0.0101,0.02,-0.0099,-0.1608,0.1981,0.3214,0.1567,0.2323
2020-12-04,DE,-0.6084,0.0053,0.02,-0.0147,-0.0004,0.0689,0.5087,0.0634,0.2323
2020-12-04,UNP,-0.2771,0.0094,0.02,-0.0106,-0.1926,-0.2063,-0.332,0.186,0.2323
2020-12-04,LMT,-0.0721,0.0069,0.02,-0.0131,-0.042,-0.6146,0.2025,0.1816,0.2323
2020-12-04,ETN,0.0205,0.0032,0.02,-0.0168,-0.1198,-0.1226,0.2979,0.1421,0.2323
2020-12-04,XOM,3.2034,0.0719,0.02,0.0519,-0.0041,-0.3103,-0.6827,0.1513,0.2323
2020-12-04,LNG,0.3368,0.001,0.02,-0.019,-0.2011,-0.0451,-0.5452,0.1134,0.2323
2020-12-04,FCX,1.2167,0.0025,0.02,-0.0175,1.0759,0.5687,0.274,0.1778,0.2323
2020-12-04,LIN,-0.0291,0.0089,0.02,-0.0111,-0.1276,-0.1173,0.1212,0.1336,0.2323
2020-12-04,NEE,0.3672,0.0096,0.02,-0.0104,-0.0981,-0.3169,-0.35,0.1797,0.2323
2020-12-04,AMT,0.3229,0.0068,0.02,-0.0132,0.0003,-0.5921,0.3502,0.1293,0.2323
2020-12-04,EQIX,0.7407,0.0043,0.02,-0.0157,-0.2505,-0.5544,-0.8206,0.146,0.2323
2020-12-04,TMUS,-0.8132,0.0002,0.02,-0.0198,-0.212,0.0324,0.2615,0.1347,0.2323
2020-12-04,PLD,0.2283,0.005,0.02,-0.015,-0.0571,-0.4157,0.4933,0.1816,0.2323
2020-12-04,AMD,-0.0294,0.0076,0.02,-0.0124,0.0597,0.4444,0.5627,0.1677,0.2323
2020-12-04,CRM,0.7653,0.0264,0.02,0.0064,0.0005,-0.2786,0.1382,0.0401,0.2323
2020-12-04,NFLX,-0.0203,0.0148,0.02,-0.0052,0.0676,-0.2977,-0.453,0.1933,0.2323
2020-12-18,AAPL,-0.314,0.1417,0.02,0.1217,0.2575,0.0855,-0.1562,0.2043,0.2543
2020-12-18,MSFT,-0.2193,0.1088,0.02,0.0888,0.0003,-0.251,0.3171,0.2096,0.2543
2020-12-18,GOOGL,-0.289,0.0769,0.02,0.0569,-0.1335,-0.0929,0.348,0.1927,0.2543
2020-12-18,AMZN,-0.1422,0.1057,0.02,0.0857,0.1495,-0.1239,0.4412,0.1927,0.2543
2020-12-18,META,-0.4776,0.001,0.02,-0.019,-0.2691,-0.0938,0.3447,0.2043,0.2543
2020-12-18,NVDA,-0.333,0.0004,0.02,-0.0196,0.39,0.0844,0.427,0.1211,0.2543
2020-12-18,TSLA,5.1022,0.1041,0.02,0.0841,0.6986,1.5479,-0.4464,0.2164,0.2543
2020-12-18,PLTR,3.6606,0.063,0.02,0.043,-0.1654,2.4735,-1.1268,0.1441,0.2543
2020-12-18,AVGO,-0.3111,0.0002,0.02,-0.0198,-0.0075,0.0364,-0.0848,0.0508,0.2543
2020-12-18,MU,-0.4129,0.0001,0.02,-0.0199,-0.238,0.174,0.0202,0.2857,0.2543
2020-12-18,GEV,-0.3386,0.0025,0.02,-0.0175,-0.1347,-0.5802,0.0843,0.1737,0.2543
2020-12-18,VRT,-0.1892,0.0004,0.02,-0.0196,-0.0247,-0.005,0.4936,0.15,0.2543
2020-12-18,BE,0.245,0.0143,0.02,-0.0057,0.656,1.9294,-0.451,0.1793,0.2543
2020-12-18,LITE,-0.0707,0.0005,0.02,-0.0195,0.038,0.0199,0.254,0.1857,0.2543
2020-12-18,000660,-0.2921,0.0051,0.02,-0.0149,0.058,0.2925,-0.0373,0.1896,0.2543
2020-12-18,005930,0.1605,0.0256,0.02,0.0056,-0.0632,0.0992,-0.2321,0.2763,0.2543
2020-12-18,UNH,-0.6531,0.0004,0.02,-0.0196,-0.1791,-0.0593,0.1629,0.2402,0.2543
2020-12-18,LLY,-0.1769,0.0108,0.02,-0.0092,0.0025,0.0331,-0.5323,0.2035,0.2543
2020-12-18,ISRG,-0.0971,0.0061,0.02,-0.0139,0.001,-0.0266,-0.1327,0.2368,0.2543
2020-12-18,ABBV,-0.3986,0.0121,0.02,-0.0079,0.1155,0.0239,-0.1368,0.1892,0.2543
2020-12-18,REGN,-0.4487,0.0035,0.02,-0.0165,-0.1558,-0.5918,0.0655,0.1749,0.2543
2020-12-18,JPM,-0.3181,0.0239,0.02,0.0039,-0.1082,0.1448,0.4872,0.2531,0.2543
2020-12-18,V,-0.4033,0.0306,0.02,0.0106,-0.0633,-0.1868,-1.2475,0.2039,0.2543
2020-12-18,MA,-0.1881,0.0223,0.02,0.0023,0.0577,-0.1732,-1.3286,0.2039,0.2543
2020-12-18,BLK,-0.4307,0.0001,0.02,-0.0199,-0.1539,0.018,0.6391,0.2556,0.2543
2020-12-18,SPGI,-0.243,0.0051,0.02,-0.0149,0.1738,-0.4837,0.5351,0.1842,0.2543
2020-12-18,GS,-0.2532,0.0057,0.02,-0.0143,0.0105,0.1456,0.1781,0.2424,0.2543
2020-12-18,COST,-0.0959,0.0109,0.02,-0.0091,-0.0802,-0.3358,0.1643,0.0508,0.2543
2020-12-18,HD,-0.369,0.0172,0.02,-0.0028,-0.0784,-0.4915,0.3407,0.1245,0.2543
2020-12-18,PG,-0.032,0.0227,0.02,0.0027,-0.0513,-0.4501,0.2988,0.2328,0.2543
2020-12-18,MCD,0.061,0.0106,0.02,-0.0094,-0.0757,-0.4528,0.1015,0.1816,0.2543
2020-12-18,WMT,-0.1046,0.0273,0.02,0.0073,0.0084,-0.2767,0.1556,0.1302,0.2543
2020-12-18,CAT,-0.3807,0.0001,0.02,-0.0199,-0.2509,-0.0229,-0.173,0.2035,0.2543
2020-12-18,HON,-0.0816,0.0097,0.02,-0.0103,-0.1589,0.1618,0.4054,0.1986,0.2543
2020-12-18,DE,-0.2163,0.0056,0.02,-0.0144,0.0271,0.1516,0.5435,0.1082,0.2543
2020-12-18,UNP,0.0164,0.0091,0.02,-0.0109,-0.1916,-0.2504,-0.4224,0.2279,0.2543
2020-12-18,LMT,-0.0552,0.0066,0.02,-0.0134,-0.0339,-0.6434,0.1974,0.2198,0.2543
2020-12-18,ETN,-0.1085,0.003,0.02,-0.017,-0.1254,-0.1367,0.365,0.1839,0.2543
2020-12-18,XOM,-0.6358,0.0046,0.02,-0.0154,-0.0706,-0.2084,-0.5732,0.191,0.2543
2020-12-18,LNG,-0.5035,0.001,0.02,-0.019,-0.2906,-0.0906,-0.5672,0.1464,0.2543
2020-12-18,FCX,-0.0504,0.0024,0.02,-0.0176,0.8477,0.6022,0.321,0.217,0.2543
2020-12-18,LIN,0.0941,0.0089,0.02,-0.0111,-0.1042,-0.0876,0.2185,0.1749,0.2543
2020-12-18,NEE,0.1204,0.0096,0.02,-0.0104,-0.0834,-0.3106,-0.4746,0.2184,0.2543
2020-12-18,AMT,0.0802,0.0065,0.02,-0.0135,-0.0049,-0.6589,0.3122,0.1591,0.2543
2020-12-18,EQIX,-0.137,0.0042,0.02,-0.0158,-0.266,-0.5421,-0.9435,0.181,0.2543
2020-12-18,TMUS,-0.3042,0.0002,0.02,-0.0198,-0.2693,-0.0005,0.3104,0.1766,0.2543
2020-12-18,PLD,-0.262,0.0049,0.02,-0.0151,-0.038,-0.4431,0.4589,0.2198,0.2543
2020-12-18,AMD,-0.047,0.0076,0.02,-0.0124,0.0476,0.4007,0.4632,0.2096,0.2543
2020-12-18,CRM,0.3025,0.026,0.02,0.006,0.0739,-0.3279,0.2231,0.085,0.2543
2020-12-18,NFLX,0.5409,0.0303,0.02,0.0103,0.1554,-0.0828,-0.5664,0.2352,0.2543
2021-01-01,AAPL,0.6505,0.1479,0.02,0.1279,0.3716,0.1766,-0.1934,0.5844,0.0
2021-01-01,MSFT,0.0359,0.1102,0.02,0.0902,0.0437,-0.2092,0.3347,0.5892,0.0
2021-01-01,GOOGL,-0.3335,0.0767,0.02,0.0567,-0.1229,-0.1052,0.3743,0.5696,0.0
2021-01-01,AMZN,-0.5009,0.1057,0.02,0.0857,0.1826,-0.0745,0.4248,0.5696,0.0
2021-01-01,META,-0.6613,0.001,0.02,-0.019,-0.2191,-0.1548,0.3686,0.5844,0.0
2021-01-01,NVDA,-0.9309,0.0004,0.02,-0.0196,0.1564,-0.0338,0.4256,0.4971,0.0
2021-01-01,TSLA,1.2142,0.1038,0.02,0.0838,0.6055,1.6493,-0.5286,0.5923,0.0
2021-01-01,PLTR,4.6538,0.0627,0.02,0.0427,0.3825,2.1466,-1.0119,0.521,0.0
2021-01-01,AVGO,-0.2998,0.0002,0.02,-0.0198,-0.1264,0.0995,0.1168,0.4347,0.0
2021-01-01,MU,-0.142,0.0001,0.02,-0.0199,-0.0793,0.3501,0.3863,0.6607,0.0
2021-01-01,GEV,-0.3428,0.0025,0.02,-0.0175,-0.0986,-0.6246,0.1152,0.503,0.0
2021-01-01,VRT,0.0399,0.0004,0.02,-0.0196,0.1033,-0.1554,0.4866,0.52,0.0
2021-01-01,BE,0.2499,0.0003,0.02,-0.0197,0.3139,2.0687,-0.5972,0.5525,0.0
2021-01-01,LITE,0.0189,0.0005,0.02,-0.0195,-0.0205,0.1941,0.3153,0.5648,0.0
2021-01-01,000660,-0.9643,0.0001,0.02,-0.0199,-0.1035,0.4317,0.0412,0.5722,0.0
2021-01-01,005930,0.1912,0.0292,0.02,0.0092,-0.0638,0.2665,-0.5204,0.6554,0.0
2021-01-01,UNH,-0.7957,0.0004,0.02,-0.0196,-0.1241,-0.0516,-0.0815,0.6161,0.0
2021-01-01,LLY,-0.0049,0.0106,0.02,-0.0094,0.0713,0.1809,-0.0984,0.5814,0.0
2021-01-01,ISRG,-0.4964,0.0062,0.02,-0.0138,-0.0517,-0.0127,-0.3392,0.6127,0.0
2021-01-01,ABBV,-0.5792,0.0004,0.02,-0.0196,0.0851,0.0525,-0.1351,0.5661,0.0
2021-01-01,REGN,-1.3674,0.0001,0.02,-0.0199,-0.1078,-0.6852,0.0277,0.5539,0.0
2021-01-01,JPM,-0.0471,0.0251,0.02,0.0051,-0.1226,0.2572,0.3438,0.6311,0.0
2021-01-01,V,-0.9321,0.0007,0.02,-0.0193,-0.0084,-0.1248,-1.2271,0.5829,0.0
2021-01-01,MA,-0.2489,0.023,0.02,0.003,0.1555,-0.0593,-1.3279,0.5829,0.0
2021-01-01,BLK,-0.5444,0.0001,0.02,-0.0199,-0.1265,-0.0291,0.2707,0.6341,0.0
2021-01-01,SPGI,0.2581,0.0052,0.02,-0.0148,0.2864,-0.514,0.4825,0.5569,0.0
2021-01-01,GS,-1.5217,0.0001,0.02,-0.0199,-0.0859,0.2177,0.0239,0.6189,0.0
2021-01-01,COST,0.4795,0.0109,0.02,-0.0091,0.0188,-0.3664,0.0445,0.4347,0.0
2021-01-01,HD,-0.4649,0.0166,0.02,-0.0034,0.1031,-0.5346,0.3601,0.5005,0.0
2021-01-01,PG,0.3571,0.0226,0.02,0.0026,-0.0249,-0.487,0.3052,0.6119,0.0
2021-01-01,MCD,0.4569,0.0105,0.02,-0.0095,-0.1039,-0.5265,-0.0186,0.5682,0.0
2021-01-01,WMT,0.2734,0.0267,0.02,0.0067,0.0526,-0.402,0.1908,0.5087,0.0
2021-01-01,CAT,-0.7259,0.0001,0.02,-0.0199,-0.2092,-0.0195,-0.1726,0.5814,0.0
2021-01-01,HON,-0.2978,0.0097,0.02,-0.0103,-0.1169,0.1252,0.3604,0.5782,0.0
2021-01-01,DE,-0.0565,0.0055,0.02,-0.0145,0.0078,0.0937,0.5802,0.4908,0.0
2021-01-01,UNP,0.1672,0.0092,0.02,-0.0108,-0.1408,-0.2449,-0.5598,0.6075,0.0
2021-01-01,LMT,-0.305,0.0065,0.02,-0.0135,0.0755,-0.7156,0.224,0.5957,0.0
2021-01-01,ETN,-0.5347,0.0031,0.02,-0.0169,-0.1809,-0.1539,0.4037,0.5635,0.0
2021-01-01,XOM,1.4939,0.0223,0.02,0.0023,-0.8456,-0.2154,-0.3704,0.5685,0.0
2021-01-01,LNG,-0.9648,0.0,0.02,-0.02,-0.1219,-0.032,-0.5159,0.5171,0.0
2021-01-01,FCX,0.1252,0.0025,0.02,-0.0175,0.9137,0.6473,0.3215,0.5939,0.0
2021-01-01,LIN,0.1003,0.0091,0.02,-0.0109,-0.1175,-0.0979,0.2679,0.5539,0.0
2021-01-01,NEE,0.5283,0.0099,0.02,-0.0101,-0.0305,-0.3413,-0.4433,0.5948,0.0
2021-01-01,AMT,0.3176,0.0065,0.02,-0.0135,0.0589,-0.6721,0.2315,0.5267,0.0
2021-01-01,EQIX,0.9273,0.0042,0.02,-0.0158,-0.2325,-0.568,-0.8986,0.5537,0.0
2021-01-01,TMUS,-0.7001,0.0002,0.02,-0.0198,-0.3334,-0.0082,0.4212,0.5562,0.0
2021-01-01,PLD,0.1249,0.0049,0.02,-0.0151,-0.0104,-0.4724,0.424,0.5957,0.0
2021-01-01,AMD,-0.4646,0.0071,0.02,-0.0129,0.0715,0.2289,0.4496,0.5892,0.0
2021-01-01,CRM,0.9541,0.0224,0.02,0.0024,-0.0991,-0.4879,0.4729,0.4676,0.0
2021-01-01,NFLX,1.6096,0.0757,0.02,0.0557,0.1453,-0.0697,-0.5853,0.6148,0.0
2021-01-15,AAPL,0.7184,0.1419,0.02,0.1219,0.3081,0.0326,-0.0965,0.6356,0.2628
2021-01-15,MSFT,0.0964,0.1066,0.02,0.0866,0.0162,-0.2807,0.0309,0.6398,0.2628
2021-01-15,GOOGL,-0.3138,0.0751,0.02,0.0551,-0.1195,-0.168,0.2139,0.6176,0.2628
2021-01-15,AMZN,-0.4664,0.0863,0.02,0.0663,0.1562,-0.2453,0.265,0.6176,0.2628
2021-01-15,META,-0.2813,0.0468,0.02,0.0268,-0.2293,-0.2784,0.2585,0.6356,0.2628
2021-01-15,NVDA,-1.2423,0.0004,0.02,-0.0196,0.1149,-0.0088,0.5036,0.544,0.2628
2021-01-15,TSLA,1.9337,0.112,0.02,0.092,0.4874,1.6927,-0.4532,0.6392,0.2628
2021-01-15,PLTR,4.5725,0.063,0.02,0.043,0.3591,1.9627,-0.7748,0.5689,0.2628
2021-01-15,AVGO,-0.3386,0.0002,0.02,-0.0198,-0.1532,0.0915,0.2887,0.4896,0.2628
2021-01-15,MU,0.0669,0.006,0.02,-0.014,-0.0443,0.378,0.7897,0.3789,0.2628
2021-01-15,GEV,-0.4139,0.0024,0.02,-0.0176,-0.0992,-0.604,0.0504,0.5034,0.2628
2021-01-15,VRT,-0.1708,0.0004,0.02,-0.0196,0.0626,-0.1893,0.2923,0.561,0.2628
2021-01-15,BE,-0.8316,0.0,0.02,-0.02,0.4768,2.0633,-0.9893,0.5967,0.2628
2021-01-15,LITE,-0.1946,0.0005,0.02,-0.0195,-0.028,0.3733,0.3443,0.6148,0.2628
2021-01-15,000660,-0.9572,0.0001,0.02,-0.0199,-0.0475,0.4778,0.0944,0.6258,0.2628
2021-01-15,005930,-0.4155,0.0315,0.02,0.0115,-0.0617,0.4687,-0.6246,0.3677,0.2628
2021-01-15,UNH,-0.577,0.0004,0.02,-0.0196,-0.1134,-0.0468,-0.2935,0.6631,0.2628
2021-01-15,LLY,0.5678,0.0121,0.02,-0.0079,0.0306,0.4359,0.1184,0.6304,0.2628
2021-01-15,ISRG,-0.2239,0.0061,0.02,-0.0139,-0.054,-0.0483,-0.4656,0.6597,0.2628
2021-01-15,ABBV,-0.4725,0.0003,0.02,-0.0197,0.0849,0.0311,-0.201,0.6141,0.2628
2021-01-15,REGN,-0.2676,0.0037,0.02,-0.0163,-0.096,-0.62,-0.0026,0.604,0.2628
2021-01-15,JPM,-0.2476,0.028,0.02,0.008,-0.1063,0.4197,0.5377,0.5134,0.2628
2021-01-15,V,-0.6757,0.0006,0.02,-0.0194,-0.0442,-0.2636,-0.6979,0.633,0.2628
2021-01-15,MA,-0.5315,0.0004,0.02,-0.0196,0.1187,-0.1745,-0.8193,0.633,0.2628
