date,ticker,Accounting,Price,Sellside,Conditioning,Factor,MacroCross,Financials,total
2021-01-27,JNJ,0.0007,0.0032,-0.0002,-0.0002,-0.0039,-0.0002,-0.0018,-0.0024
2021-01-27,WFC,-0.002,0.0048,0.0063,0.0008,-0.0079,0.0002,0.0004,0.0026
2021-01-27,MPC,-0.0042,-0.0072,-0.0042,-0.0002,-0.0024,0.0001,-0.0048,-0.0228
2021-01-27,LRCX,-0.002,-0.0026,0.0003,-0.0001,-0.0034,0.0001,-0.0014,-0.0091
2021-01-27,AMAT,-0.0013,-0.0014,0.002,-0.0001,-0.003,-0.0002,-0.0019,-0.0058
2021-01-27,PANW,-0.0008,-0.001,0.0088,-0.0001,-0.0049,0.0003,-0.0012,0.001
2021-01-27,FN,0.0017,-0.0016,0.0064,-0.0001,-0.0032,0.0003,0.0008,0.0043
2021-01-27,MPWR,-0.0026,-0.0066,0.0028,-0.0001,-0.0025,0.0007,0.003,-0.0052
2021-01-27,BAC,-0.0032,-0.0025,-0.0008,-0.0001,-0.0057,0.0001,-0.0017,-0.014
2021-01-27,CSCO,-0.0026,0.0026,-0.0035,-0.0002,-0.007,0.0001,-0.0008,-0.0113
2021-01-27,INTC,0.002,0.0051,-0.0044,-0.0002,-0.0047,0.0001,-0.0002,-0.0023
2021-01-27,ORCL,-0.0007,0.0016,-0.0013,-0.0002,-0.0066,-0.0005,-0.0022,-0.0097
